City,Year,Month,ARI_Type,Temperature_C,Humidity_%,Rainfall_mm,Cases
Bay,2016,5,Asthma,31.3,76,130,141
Bay,2016,5,Common Cold,31.3,76,130,498
Los Baños,2016,5,Influenza,31.6,76,91,92
Los Baños,2016,5,Pneumonia,31.6,76,91,75
Los Baños,2016,5,Bronchitis,31.6,76,91,83
Los Baños,2016,5,Asthma,31.6,76,91,228
Los Baños,2016,5,Common Cold,31.6,76,91,197
Victoria,2016,5,Influenza,31.4,73,67,237
Victoria,2016,5,Pneumonia,31.4,73,67,143
Victoria,2016,5,Bronchitis,31.4,73,67,97
Victoria,2016,5,Asthma,31.4,73,67,129
Victoria,2016,5,Common Cold,31.4,73,67,230
Pagsanjan,2016,5,Influenza,31.7,75,89,74
Pagsanjan,2016,5,Pneumonia,31.7,75,89,105
Pagsanjan,2016,5,Bronchitis,31.7,75,89,134
Pagsanjan,2016,5,Asthma,31.7,75,89,170
Pagsanjan,2016,5,Common Cold,31.7,75,89,438
Pakil,2016,5,Influenza,31.3,80,96,225
Pakil,2016,5,Pneumonia,31.3,80,96,43
Pakil,2016,5,Bronchitis,31.3,80,96,113
Pakil,2016,5,Asthma,31.3,80,96,126
Pakil,2016,5,Common Cold,31.3,80,96,466
Paete,2016,5,Influenza,31.9,72,80,79
Paete,2016,5,Pneumonia,31.9,72,80,99
Paete,2016,5,Bronchitis,31.9,72,80,24
Paete,2016,5,Asthma,31.9,72,80,118
Paete,2016,5,Common Cold,31.9,72,80,284
Pila,2016,5,Influenza,30.6,79,104,127
Pila,2016,5,Pneumonia,30.6,79,104,36
Pila,2016,5,Bronchitis,30.6,79,104,92
Pila,2016,5,Asthma,30.6,79,104,117
Pila,2016,5,Common Cold,30.6,79,104,280
Liliw,2016,5,Influenza,31.7,74,120,260
Liliw,2016,5,Pneumonia,31.7,74,120,110
Liliw,2016,5,Bronchitis,31.7,74,120,95
Liliw,2016,5,Asthma,31.7,74,120,205
Liliw,2016,5,Common Cold,31.7,74,120,358
Nagcarlan,2016,5,Influenza,31.9,78,74,295
Nagcarlan,2016,5,Pneumonia,31.9,78,74,125
Nagcarlan,2016,5,Bronchitis,31.9,78,74,37
Nagcarlan,2016,5,Asthma,31.9,78,74,165
Nagcarlan,2016,5,Common Cold,31.9,78,74,432
Majayjay,2016,5,Influenza,30.7,78,119,219
Majayjay,2016,5,Pneumonia,30.7,78,119,95
Majayjay,2016,5,Bronchitis,30.7,78,119,118
Majayjay,2016,5,Asthma,30.7,78,119,65
Majayjay,2016,5,Common Cold,30.7,78,119,250
Siniloan,2016,5,Influenza,30.2,76,127,82
Siniloan,2016,5,Pneumonia,30.2,76,127,53
Siniloan,2016,5,Bronchitis,30.2,76,127,65
Siniloan,2016,5,Asthma,30.2,76,127,57
Siniloan,2016,5,Common Cold,30.2,76,127,330
Famy,2016,5,Influenza,31.8,79,109,206
Famy,2016,5,Pneumonia,31.8,79,109,98
Famy,2016,5,Bronchitis,31.8,79,109,51
Famy,2016,5,Asthma,31.8,79,109,141
Famy,2016,5,Common Cold,31.8,79,109,275
Mabitac,2016,5,Influenza,31.7,75,113,114
Mabitac,2016,5,Pneumonia,31.7,75,113,195
Mabitac,2016,5,Bronchitis,31.7,75,113,36
Mabitac,2016,5,Asthma,31.7,75,113,119
Mabitac,2016,5,Common Cold,31.7,75,113,272
Rizal,2016,5,Influenza,30.1,74,131,143
Rizal,2016,5,Pneumonia,30.1,74,131,76
Rizal,2016,5,Bronchitis,30.1,74,131,94
Rizal,2016,5,Asthma,30.1,74,131,130
Rizal,2016,5,Common Cold,30.1,74,131,185
Alaminos,2016,5,Influenza,31.9,74,91,96
Alaminos,2016,5,Pneumonia,31.9,74,91,198
Alaminos,2016,5,Bronchitis,31.9,74,91,50
Alaminos,2016,5,Asthma,31.9,74,91,141
Alaminos,2016,5,Common Cold,31.9,74,91,163
Pangil,2016,5,Influenza,30.4,78,119,218
Pangil,2016,5,Pneumonia,30.4,78,119,182
Pangil,2016,5,Bronchitis,30.4,78,119,48
Pangil,2016,5,Asthma,30.4,78,119,198
Pangil,2016,5,Common Cold,30.4,78,119,462
Kalayaan,2016,5,Influenza,31.7,76,86,85
Kalayaan,2016,5,Pneumonia,31.7,76,86,103
Kalayaan,2016,5,Bronchitis,31.7,76,86,48
Kalayaan,2016,5,Asthma,31.7,76,86,119
Kalayaan,2016,5,Common Cold,31.7,76,86,457
Cavinti,2016,5,Influenza,30.5,72,84,241
Cavinti,2016,5,Pneumonia,30.5,72,84,38
Cavinti,2016,5,Bronchitis,30.5,72,84,40
Cavinti,2016,5,Asthma,30.5,72,84,168
Cavinti,2016,5,Common Cold,30.5,72,84,401
Biñan,2016,6,Influenza,29.1,87,230,59
Biñan,2016,6,Pneumonia,29.1,87,230,134
Biñan,2016,6,Bronchitis,29.1,87,230,60
Biñan,2016,6,Asthma,29.1,87,230,175
Biñan,2016,6,Common Cold,29.1,87,230,463
Cabuyao,2016,6,Influenza,28.2,82,194,123
Cabuyao,2016,6,Pneumonia,28.2,82,194,168
Cabuyao,2016,6,Bronchitis,28.2,82,194,58
Cabuyao,2016,6,Asthma,28.2,82,194,65
Cabuyao,2016,6,Common Cold,28.2,82,194,427
Calamba,2016,6,Influenza,28.6,87,202,188
Calamba,2016,6,Pneumonia,28.6,87,202,35
Calamba,2016,6,Bronchitis,28.6,87,202,68
Calamba,2016,6,Asthma,28.6,87,202,227
Calamba,2016,6,Common Cold,28.6,87,202,369
San Pedro,2016,6,Influenza,27.8,86,183,281
San Pedro,2016,6,Pneumonia,27.8,86,183,191
San Pedro,2016,6,Bronchitis,27.8,86,183,137
San Pedro,2016,6,Asthma,27.8,86,183,132
San Pedro,2016,6,Common Cold,27.8,86,183,117
Sta. Rosa,2016,6,Influenza,29.5,87,171,132
Sta. Rosa,2016,6,Pneumonia,29.5,87,171,110
Sta. Rosa,2016,6,Bronchitis,29.5,87,171,89
Sta. Rosa,2016,6,Asthma,29.5,87,171,127
Sta. Rosa,2016,6,Common Cold,29.5,87,171,266
San Pablo,2016,6,Influenza,29.8,83,221,203
San Pablo,2016,6,Pneumonia,29.8,83,221,70
San Pablo,2016,6,Bronchitis,29.8,83,221,97
San Pablo,2016,6,Asthma,29.8,83,221,91
San Pablo,2016,6,Common Cold,29.8,83,221,387
Santa Cruz,2016,6,Influenza,29.4,85,185,122
Santa Cruz,2016,6,Pneumonia,29.4,85,185,56
Santa Cruz,2016,6,Bronchitis,29.4,85,185,57
Santa Cruz,2016,6,Asthma,29.4,85,185,179
Santa Cruz,2016,6,Common Cold,29.4,85,185,185
Bay,2016,6,Influenza,29.5,87,210,205
Bay,2016,6,Pneumonia,29.5,87,210,204
Bay,2016,6,Bronchitis,29.5,87,210,156
Bay,2016,6,Asthma,29.5,87,210,127
Bay,2016,6,Common Cold,29.5,87,210,280
Los Baños,2016,6,Influenza,28.6,83,184,233
Los Baños,2016,6,Pneumonia,28.6,83,184,188
Los Baños,2016,6,Bronchitis,28.6,83,184,133
Los Baños,2016,6,Asthma,28.6,83,184,63
Los Baños,2016,6,Common Cold,28.6,83,184,262
Victoria,2016,6,Influenza,30.1,86,203,86
Victoria,2016,6,Pneumonia,30.1,86,203,118
Victoria,2016,6,Bronchitis,30.1,86,203,116
Victoria,2016,6,Asthma,30.1,86,203,141
Victoria,2016,6,Common Cold,30.1,86,203,359
Pagsanjan,2016,6,Influenza,28.6,88,197,110
Pagsanjan,2016,6,Pneumonia,28.6,88,197,52
Pagsanjan,2016,6,Bronchitis,28.6,88,197,31
Pagsanjan,2016,6,Asthma,28.6,88,197,57
Pagsanjan,2016,6,Common Cold,28.6,88,197,148
Pakil,2016,6,Influenza,29.2,86,181,261
Pakil,2016,6,Pneumonia,29.2,86,181,78
Pakil,2016,6,Bronchitis,29.2,86,181,29
Pakil,2016,6,Asthma,29.2,86,181,258
Pakil,2016,6,Common Cold,29.2,86,181,266
Paete,2016,6,Influenza,28.5,88,220,59
Paete,2016,6,Pneumonia,28.5,88,220,174
Paete,2016,6,Bronchitis,28.5,88,220,123
Paete,2016,6,Asthma,28.5,88,220,208
Paete,2016,6,Common Cold,28.5,88,220,368
Pila,2016,6,Influenza,28.7,84,183,120
Pila,2016,6,Pneumonia,28.7,84,183,61
Pila,2016,6,Bronchitis,28.7,84,183,130
Pila,2016,6,Asthma,28.7,84,183,156
Pila,2016,6,Common Cold,28.7,84,183,196
Liliw,2016,6,Influenza,29.1,82,195,175
Liliw,2016,6,Pneumonia,29.1,82,195,74
Liliw,2016,6,Bronchitis,29.1,82,195,50
Liliw,2016,6,Asthma,29.1,82,195,150
Liliw,2016,6,Common Cold,29.1,82,195,416
Nagcarlan,2016,6,Influenza,28.5,88,189,111
Nagcarlan,2016,6,Pneumonia,28.5,88,189,183
Nagcarlan,2016,6,Bronchitis,28.5,88,189,90
Nagcarlan,2016,6,Asthma,28.5,88,189,123
Nagcarlan,2016,6,Common Cold,28.5,88,189,148
Majayjay,2016,6,Influenza,28.7,81,214,61
Majayjay,2016,6,Pneumonia,28.7,81,214,49
Majayjay,2016,6,Bronchitis,28.7,81,214,113
Majayjay,2016,6,Asthma,28.7,81,214,83
Majayjay,2016,6,Common Cold,28.7,81,214,372
Siniloan,2016,6,Influenza,30.0,84,220,81
Siniloan,2016,6,Pneumonia,30.0,84,220,122
Siniloan,2016,6,Bronchitis,30.0,84,220,90
Siniloan,2016,6,Asthma,30.0,84,220,96
Siniloan,2016,6,Common Cold,30.0,84,220,354
Famy,2016,6,Influenza,29.4,87,166,127
Famy,2016,6,Pneumonia,29.4,87,166,82
Famy,2016,6,Bronchitis,29.4,87,166,36
Famy,2016,6,Asthma,29.4,87,166,165
Famy,2016,6,Common Cold,29.4,87,166,288
Mabitac,2016,6,Influenza,29.1,82,189,91
Mabitac,2016,6,Pneumonia,29.1,82,189,36
Mabitac,2016,6,Bronchitis,29.1,82,189,78
Mabitac,2016,6,Asthma,29.1,82,189,88
Mabitac,2016,6,Common Cold,29.1,82,189,159
Rizal,2016,6,Influenza,28.2,83,199,204
Rizal,2016,6,Pneumonia,28.2,83,199,73
Rizal,2016,6,Bronchitis,28.2,83,199,75
Rizal,2016,6,Asthma,28.2,83,199,190
Rizal,2016,6,Common Cold,28.2,83,199,398
Alaminos,2016,6,Influenza,29.8,83,226,204
Alaminos,2016,6,Pneumonia,29.8,83,226,136
Alaminos,2016,6,Bronchitis,29.8,83,226,29
Alaminos,2016,6,Asthma,29.8,83,226,197
Alaminos,2016,6,Common Cold,29.8,83,226,260
Pangil,2016,6,Influenza,29.3,85,229,190
Pangil,2016,6,Pneumonia,29.3,85,229,85
Pangil,2016,6,Bronchitis,29.3,85,229,143
Pangil,2016,6,Asthma,29.3,85,229,107
Pangil,2016,6,Common Cold,29.3,85,229,502
Kalayaan,2016,6,Influenza,28.6,83,200,123
Kalayaan,2016,6,Pneumonia,28.6,83,200,83
Kalayaan,2016,6,Bronchitis,28.6,83,200,108
Kalayaan,2016,6,Asthma,28.6,83,200,134
Kalayaan,2016,6,Common Cold,28.6,83,200,458
Cavinti,2016,6,Influenza,28.3,84,197,164
Cavinti,2016,6,Pneumonia,28.3,84,197,138
Cavinti,2016,6,Bronchitis,28.3,84,197,62
Cavinti,2016,6,Asthma,28.3,84,197,227
Cavinti,2016,6,Common Cold,28.3,84,197,125
Biñan,2016,7,Influenza,28.4,85,265,170
Biñan,2016,7,Pneumonia,28.4,85,265,178
Biñan,2016,7,Bronchitis,28.4,85,265,28
Biñan,2016,7,Asthma,28.4,85,265,158
Biñan,2016,7,Common Cold,28.4,85,265,163
Cabuyao,2016,7,Influenza,29.0,87,258,239
Cabuyao,2016,7,Pneumonia,29.0,87,258,84
Cabuyao,2016,7,Bronchitis,29.0,87,258,111
Cabuyao,2016,7,Asthma,29.0,87,258,259
Cabuyao,2016,7,Common Cold,29.0,87,258,176
Calamba,2016,7,Influenza,27.8,85,258,59
Calamba,2016,7,Pneumonia,27.8,85,258,141
Calamba,2016,7,Bronchitis,27.8,85,258,36
Calamba,2016,7,Asthma,27.8,85,258,129
Calamba,2016,7,Common Cold,27.8,85,258,227
San Pedro,2016,7,Influenza,27.4,82,239,67
San Pedro,2016,7,Pneumonia,27.4,82,239,75
San Pedro,2016,7,Bronchitis,27.4,82,239,20
San Pedro,2016,7,Asthma,27.4,82,239,97
San Pedro,2016,7,Common Cold,27.4,82,239,534
Sta. Rosa,2016,7,Influenza,28.4,89,242,165
Sta. Rosa,2016,7,Pneumonia,28.4,89,242,104
Sta. Rosa,2016,7,Bronchitis,28.4,89,242,144
Sta. Rosa,2016,7,Asthma,28.4,89,242,90
Sta. Rosa,2016,7,Common Cold,28.4,89,242,293
San Pablo,2016,7,Influenza,28.8,84,263,276
San Pablo,2016,7,Pneumonia,28.8,84,263,55
San Pablo,2016,7,Bronchitis,28.8,84,263,148
San Pablo,2016,7,Asthma,28.8,84,263,53
San Pablo,2016,7,Common Cold,28.8,84,263,130
Santa Cruz,2016,7,Influenza,28.1,84,216,144
Santa Cruz,2016,7,Pneumonia,28.1,84,216,206
Santa Cruz,2016,7,Bronchitis,28.1,84,216,68
Santa Cruz,2016,7,Asthma,28.1,84,216,220
Santa Cruz,2016,7,Common Cold,28.1,84,216,433
Bay,2016,7,Influenza,29.0,83,218,211
Bay,2016,7,Pneumonia,29.0,83,218,192
Bay,2016,7,Bronchitis,29.0,83,218,57
Bay,2016,7,Asthma,29.0,83,218,65
Bay,2016,7,Common Cold,29.0,83,218,173
Los Baños,2016,7,Influenza,28.5,87,247,74
Los Baños,2016,7,Pneumonia,28.5,87,247,214
Los Baños,2016,7,Bronchitis,28.5,87,247,46
Los Baños,2016,7,Asthma,28.5,87,247,216
Los Baños,2016,7,Common Cold,28.5,87,247,113
Victoria,2016,7,Influenza,29.2,82,232,111
Victoria,2016,7,Pneumonia,29.2,82,232,200
Victoria,2016,7,Bronchitis,29.2,82,232,84
Victoria,2016,7,Asthma,29.2,82,232,247
Victoria,2016,7,Common Cold,29.2,82,232,121
Pagsanjan,2016,7,Influenza,29.5,85,235,300
Pagsanjan,2016,7,Pneumonia,29.5,85,235,169
Pagsanjan,2016,7,Bronchitis,29.5,85,235,49
Pagsanjan,2016,7,Asthma,29.5,85,235,49
Pagsanjan,2016,7,Common Cold,29.5,85,235,168
Pakil,2016,7,Influenza,27.8,85,243,199
Pakil,2016,7,Pneumonia,27.8,85,243,115
Pakil,2016,7,Bronchitis,27.8,85,243,108
Pakil,2016,7,Asthma,27.8,85,243,137
Pakil,2016,7,Common Cold,27.8,85,243,198
Paete,2016,7,Influenza,29.1,90,213,126
Paete,2016,7,Pneumonia,29.1,90,213,130
Paete,2016,7,Bronchitis,29.1,90,213,82
Paete,2016,7,Asthma,29.1,90,213,229
Paete,2016,7,Common Cold,29.1,90,213,497
Pila,2016,7,Influenza,28.3,87,270,82
Pila,2016,7,Pneumonia,28.3,87,270,218
Pila,2016,7,Bronchitis,28.3,87,270,147
Pila,2016,7,Asthma,28.3,87,270,111
Pila,2016,7,Common Cold,28.3,87,270,236
Liliw,2016,7,Influenza,27.6,87,272,107
Liliw,2016,7,Pneumonia,27.6,87,272,132
Liliw,2016,7,Bronchitis,27.6,87,272,150
Liliw,2016,7,Asthma,27.6,87,272,116
Liliw,2016,7,Common Cold,27.6,87,272,325
Nagcarlan,2016,7,Influenza,28.2,83,247,66
Nagcarlan,2016,7,Pneumonia,28.2,83,247,70
Nagcarlan,2016,7,Bronchitis,28.2,83,247,42
Nagcarlan,2016,7,Asthma,28.2,83,247,239
Nagcarlan,2016,7,Common Cold,28.2,83,247,290
Majayjay,2016,7,Influenza,28.1,90,266,190
Majayjay,2016,7,Pneumonia,28.1,90,266,209
Majayjay,2016,7,Bronchitis,28.1,90,266,69
Majayjay,2016,7,Asthma,28.1,90,266,213
Majayjay,2016,7,Common Cold,28.1,90,266,517
Siniloan,2016,7,Influenza,28.7,86,257,290
Siniloan,2016,7,Pneumonia,28.7,86,257,62
Siniloan,2016,7,Bronchitis,28.7,86,257,33
Siniloan,2016,7,Asthma,28.7,86,257,67
Siniloan,2016,7,Common Cold,28.7,86,257,116
Famy,2016,7,Influenza,29.2,86,227,147
Famy,2016,7,Pneumonia,29.2,86,227,185
Famy,2016,7,Bronchitis,29.2,86,227,140
Famy,2016,7,Asthma,29.2,86,227,220
Famy,2016,7,Common Cold,29.2,86,227,215
Mabitac,2016,7,Influenza,28.6,89,247,196
Mabitac,2016,7,Pneumonia,28.6,89,247,134
Mabitac,2016,7,Bronchitis,28.6,89,247,130
Mabitac,2016,7,Asthma,28.6,89,247,172
Mabitac,2016,7,Common Cold,28.6,89,247,339
Rizal,2016,7,Influenza,29.0,89,256,220
Rizal,2016,7,Pneumonia,29.0,89,256,61
Rizal,2016,7,Bronchitis,29.0,89,256,78
Rizal,2016,7,Asthma,29.0,89,256,173
Rizal,2016,7,Common Cold,29.0,89,256,383
Alaminos,2016,7,Influenza,28.7,86,215,95
Alaminos,2016,7,Pneumonia,28.7,86,215,111
Alaminos,2016,7,Bronchitis,28.7,86,215,78
Alaminos,2016,7,Asthma,28.7,86,215,216
Alaminos,2016,7,Common Cold,28.7,86,215,352
Pangil,2016,7,Influenza,28.1,90,234,217
Pangil,2016,7,Pneumonia,28.1,90,234,100
Pangil,2016,7,Bronchitis,28.1,90,234,44
Pangil,2016,7,Asthma,28.1,90,234,197
Pangil,2016,7,Common Cold,28.1,90,234,522
Kalayaan,2016,7,Influenza,28.9,87,254,99
Kalayaan,2016,7,Pneumonia,28.9,87,254,139
Kalayaan,2016,7,Bronchitis,28.9,87,254,113
Kalayaan,2016,7,Asthma,28.9,87,254,152
Kalayaan,2016,7,Common Cold,28.9,87,254,357
Cavinti,2016,7,Influenza,29.3,84,263,233
Cavinti,2016,7,Pneumonia,29.3,84,263,155
Cavinti,2016,7,Bronchitis,29.3,84,263,92
Cavinti,2016,7,Asthma,29.3,84,263,245
Cavinti,2016,7,Common Cold,29.3,84,263,513
Biñan,2016,8,Influenza,27.8,83,329,326
Biñan,2016,8,Pneumonia,27.8,83,329,124
Biñan,2016,8,Bronchitis,27.8,83,329,55
Biñan,2016,8,Asthma,27.8,83,329,194
Biñan,2016,8,Common Cold,27.8,83,329,268
Cabuyao,2016,8,Influenza,27.3,84,329,137
Cabuyao,2016,8,Pneumonia,27.3,84,329,194
Cabuyao,2016,8,Bronchitis,27.3,84,329,121
Cabuyao,2016,8,Asthma,27.3,84,329,115
Cabuyao,2016,8,Common Cold,27.3,84,329,183
Calamba,2016,8,Influenza,28.2,86,293,310
Calamba,2016,8,Pneumonia,28.2,86,293,211
Calamba,2016,8,Bronchitis,28.2,86,293,122
Calamba,2016,8,Asthma,28.2,86,293,50
Calamba,2016,8,Common Cold,28.2,86,293,382
San Pedro,2016,8,Influenza,27.9,91,338,191
San Pedro,2016,8,Pneumonia,27.9,91,338,48
San Pedro,2016,8,Bronchitis,27.9,91,338,74
San Pedro,2016,8,Asthma,27.9,91,338,97
San Pedro,2016,8,Common Cold,27.9,91,338,454
Sta. Rosa,2016,8,Influenza,28.2,84,284,324
Sta. Rosa,2016,8,Pneumonia,28.2,84,284,130
Sta. Rosa,2016,8,Bronchitis,28.2,84,284,50
Sta. Rosa,2016,8,Asthma,28.2,84,284,141
Sta. Rosa,2016,8,Common Cold,28.2,84,284,361
San Pablo,2016,8,Influenza,26.9,90,270,328
San Pablo,2016,8,Pneumonia,26.9,90,270,60
San Pablo,2016,8,Bronchitis,26.9,90,270,82
San Pablo,2016,8,Asthma,26.9,90,270,175
San Pablo,2016,8,Common Cold,26.9,90,270,334
Santa Cruz,2016,8,Influenza,29.1,90,295,185
Santa Cruz,2016,8,Pneumonia,29.1,90,295,176
Santa Cruz,2016,8,Bronchitis,29.1,90,295,139
Santa Cruz,2016,8,Asthma,29.1,90,295,240
Santa Cruz,2016,8,Common Cold,29.1,90,295,111
Bay,2016,8,Influenza,28.4,84,297,128
Bay,2016,8,Pneumonia,28.4,84,297,198
Bay,2016,8,Bronchitis,28.4,84,297,113
Bay,2016,8,Asthma,28.4,84,297,188
Bay,2016,8,Common Cold,28.4,84,297,188
Los Baños,2016,8,Influenza,28.4,88,306,328
Los Baños,2016,8,Pneumonia,28.4,88,306,86
Los Baños,2016,8,Bronchitis,28.4,88,306,47
Los Baños,2016,8,Asthma,28.4,88,306,185
Los Baños,2016,8,Common Cold,28.4,88,306,121
Victoria,2016,8,Influenza,28.7,87,312,135
Victoria,2016,8,Pneumonia,28.7,87,312,218
Victoria,2016,8,Bronchitis,28.7,87,312,128
Victoria,2016,8,Asthma,28.7,87,312,85
Victoria,2016,8,Common Cold,28.7,87,312,422
Pagsanjan,2016,8,Influenza,28.8,92,304,225
Pagsanjan,2016,8,Pneumonia,28.8,92,304,141
Pagsanjan,2016,8,Bronchitis,28.8,92,304,99
Pagsanjan,2016,8,Asthma,28.8,92,304,85
Pagsanjan,2016,8,Common Cold,28.8,92,304,495
Pakil,2016,8,Influenza,28.3,86,330,304
Pakil,2016,8,Pneumonia,28.3,86,330,81
Pakil,2016,8,Bronchitis,28.3,86,330,76
Pakil,2016,8,Asthma,28.3,86,330,156
Pakil,2016,8,Common Cold,28.3,86,330,196
Paete,2016,8,Influenza,27.7,85,278,295
Paete,2016,8,Pneumonia,27.7,85,278,115
Paete,2016,8,Bronchitis,27.7,85,278,123
Paete,2016,8,Asthma,27.7,85,278,215
Paete,2016,8,Common Cold,27.7,85,278,523
Pila,2016,8,Influenza,28.6,89,279,147
Pila,2016,8,Pneumonia,28.6,89,279,177
Pila,2016,8,Bronchitis,28.6,89,279,144
Pila,2016,8,Asthma,28.6,89,279,51
Pila,2016,8,Common Cold,28.6,89,279,382
Liliw,2016,8,Influenza,28.7,87,288,204
Liliw,2016,8,Pneumonia,28.7,87,288,199
Liliw,2016,8,Bronchitis,28.7,87,288,63
Liliw,2016,8,Asthma,28.7,87,288,150
Liliw,2016,8,Common Cold,28.7,87,288,353
Nagcarlan,2016,8,Influenza,27.8,83,325,324
Nagcarlan,2016,8,Pneumonia,27.8,83,325,89
Nagcarlan,2016,8,Bronchitis,27.8,83,325,113
Nagcarlan,2016,8,Asthma,27.8,83,325,103
Nagcarlan,2016,8,Common Cold,27.8,83,325,132
Majayjay,2016,8,Influenza,27.2,87,319,251
Majayjay,2016,8,Pneumonia,27.2,87,319,101
Majayjay,2016,8,Bronchitis,27.2,87,319,110
Majayjay,2016,8,Asthma,27.2,87,319,164
Majayjay,2016,8,Common Cold,27.2,87,319,150
Siniloan,2016,8,Influenza,28.1,86,307,90
Siniloan,2016,8,Pneumonia,28.1,86,307,100
Siniloan,2016,8,Bronchitis,28.1,86,307,86
Siniloan,2016,8,Asthma,28.1,86,307,99
Siniloan,2016,8,Common Cold,28.1,86,307,151
Famy,2016,8,Influenza,27.8,85,338,135
Famy,2016,8,Pneumonia,27.8,85,338,180
Famy,2016,8,Bronchitis,27.8,85,338,141
Famy,2016,8,Asthma,27.8,85,338,101
Famy,2016,8,Common Cold,27.8,85,338,110
Mabitac,2016,8,Influenza,28.2,83,300,313
Mabitac,2016,8,Pneumonia,28.2,83,300,165
Mabitac,2016,8,Bronchitis,28.2,83,300,119
Mabitac,2016,8,Asthma,28.2,83,300,230
Mabitac,2016,8,Common Cold,28.2,83,300,222
Rizal,2016,8,Influenza,28.2,87,287,132
Rizal,2016,8,Pneumonia,28.2,87,287,80
Rizal,2016,8,Bronchitis,28.2,87,287,89
Rizal,2016,8,Asthma,28.2,87,287,122
Rizal,2016,8,Common Cold,28.2,87,287,169
Alaminos,2016,8,Influenza,28.2,86,303,264
Alaminos,2016,8,Pneumonia,28.2,86,303,169
Alaminos,2016,8,Bronchitis,28.2,86,303,97
Alaminos,2016,8,Asthma,28.2,86,303,172
Alaminos,2016,8,Common Cold,28.2,86,303,498
Pangil,2016,8,Influenza,28.1,86,276,177
Pangil,2016,8,Pneumonia,28.1,86,276,61
Pangil,2016,8,Bronchitis,28.1,86,276,151
Pangil,2016,8,Asthma,28.1,86,276,246
Pangil,2016,8,Common Cold,28.1,86,276,140
Kalayaan,2016,8,Influenza,28.7,85,282,279
Kalayaan,2016,8,Pneumonia,28.7,85,282,85
Kalayaan,2016,8,Bronchitis,28.7,85,282,49
Kalayaan,2016,8,Asthma,28.7,85,282,243
Kalayaan,2016,8,Common Cold,28.7,85,282,387
Cavinti,2016,8,Influenza,27.5,82,318,78
Cavinti,2016,8,Pneumonia,27.5,82,318,101
Cavinti,2016,8,Bronchitis,27.5,82,318,60
Cavinti,2016,8,Asthma,27.5,82,318,192
Cavinti,2016,8,Common Cold,27.5,82,318,163
Biñan,2016,9,Influenza,28.3,82,278,253
Biñan,2016,9,Pneumonia,28.3,82,278,50
Biñan,2016,9,Bronchitis,28.3,82,278,131
Biñan,2016,9,Asthma,28.3,82,278,164
Biñan,2016,9,Common Cold,28.3,82,278,452
Cabuyao,2016,9,Influenza,28.7,81,269,259
Cabuyao,2016,9,Pneumonia,28.7,81,269,177
Cabuyao,2016,9,Bronchitis,28.7,81,269,131
Cabuyao,2016,9,Asthma,28.7,81,269,240
Cabuyao,2016,9,Common Cold,28.7,81,269,256
Calamba,2016,9,Influenza,27.1,83,244,289
Calamba,2016,9,Pneumonia,27.1,83,244,102
Calamba,2016,9,Bronchitis,27.1,83,244,81
Calamba,2016,9,Asthma,27.1,83,244,247
Calamba,2016,9,Common Cold,27.1,83,244,245
San Pedro,2016,9,Influenza,26.9,88,268,108
San Pedro,2016,9,Pneumonia,26.9,88,268,189
San Pedro,2016,9,Bronchitis,26.9,88,268,81
San Pedro,2016,9,Asthma,26.9,88,268,248
San Pedro,2016,9,Common Cold,26.9,88,268,458
Sta. Rosa,2016,9,Influenza,27.4,84,252,225
Sta. Rosa,2016,9,Pneumonia,27.4,84,252,146
Sta. Rosa,2016,9,Bronchitis,27.4,84,252,70
Sta. Rosa,2016,9,Asthma,27.4,84,252,113
Sta. Rosa,2016,9,Common Cold,27.4,84,252,286
San Pablo,2016,9,Influenza,29.2,87,241,295
San Pablo,2016,9,Pneumonia,29.2,87,241,216
San Pablo,2016,9,Bronchitis,29.2,87,241,135
San Pablo,2016,9,Asthma,29.2,87,241,105
San Pablo,2016,9,Common Cold,29.2,87,241,289
Santa Cruz,2016,9,Influenza,28.6,87,271,314
Santa Cruz,2016,9,Pneumonia,28.6,87,271,141
Santa Cruz,2016,9,Bronchitis,28.6,87,271,145
Santa Cruz,2016,9,Asthma,28.6,87,271,176
Santa Cruz,2016,9,Common Cold,28.6,87,271,442
Bay,2016,9,Influenza,27.5,86,229,261
Bay,2016,9,Pneumonia,27.5,86,229,53
Bay,2016,9,Bronchitis,27.5,86,229,107
Bay,2016,9,Asthma,27.5,86,229,69
Bay,2016,9,Common Cold,27.5,86,229,533
Los Baños,2016,9,Influenza,28.5,84,267,282
Los Baños,2016,9,Pneumonia,28.5,84,267,177
Los Baños,2016,9,Bronchitis,28.5,84,267,132
Los Baños,2016,9,Asthma,28.5,84,267,198
Los Baños,2016,9,Common Cold,28.5,84,267,181
Victoria,2016,9,Influenza,28.0,81,258,300
Victoria,2016,9,Pneumonia,28.0,81,258,64
Victoria,2016,9,Bronchitis,28.0,81,258,82
Victoria,2016,9,Asthma,28.0,81,258,63
Victoria,2016,9,Common Cold,28.0,81,258,124
Pagsanjan,2016,9,Influenza,27.9,82,271,261
Pagsanjan,2016,9,Pneumonia,27.9,82,271,75
Pagsanjan,2016,9,Bronchitis,27.9,82,271,26
Pagsanjan,2016,9,Asthma,27.9,82,271,118
Pagsanjan,2016,9,Common Cold,27.9,82,271,523
Pakil,2016,9,Influenza,27.7,87,224,91
Pakil,2016,9,Pneumonia,27.7,87,224,101
Pakil,2016,9,Bronchitis,27.7,87,224,45
